# Charge generation [cm^-3*s^-1]
# Column format:
# x (nm)	330 nm	340 nm	350 nm	360 nm	370 nm	380 nm	390 nm	400 nm	410 nm	420 nm	430 nm	440 nm	450 nm	460 nm	470 nm	480 nm	490 nm	500 nm	510 nm	520 nm	530 nm	540 nm	550 nm	560 nm	570 nm	580 nm	590 nm	600 nm	610 nm	620 nm	630 nm	640 nm	650 nm	660 nm	670 nm	680 nm	690 nm	700 nm	710 nm	720 nm	730 nm	740 nm	750 nm	760 nm	770 nm	780 nm	790 nm	800 nm	810 nm	820 nm	830 nm	840 nm	850 nm	
1.000000E1	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0	0.000000E0
1.000000E1	1.181330E19	1.750252E19	2.328898E19	2.728147E19	2.931156E19	3.120355E19	3.174245E19	3.130482E19	2.960409E19	2.844198E19	2.723725E19	2.603184E19	2.524077E19	2.479755E19	2.465973E19	2.460542E19	2.439910E19	2.384011E19	2.290364E19	2.163304E19	1.981542E19	1.791598E19	1.620702E19	1.472016E19	1.358308E19	1.283783E19	1.232741E19	1.179245E19	1.108525E19	1.011702E19	9.059512E18	8.161362E18	7.725491E18	7.863036E18	8.318912E18	8.841713E18	8.920467E18	8.580216E18	7.814924E18	6.945118E18	5.974191E18	5.150938E18	4.559199E18	3.702473E18	1.906973E18	5.220386E17	6.264563E17	4.316401E17	1.694217E17	5.164258E16	1.348938E16	3.009810E15	5.704394E14
2.000000E1	1.033110E19	1.546929E19	2.037220E19	2.375299E19	2.555394E19	2.714816E19	2.773621E19	2.757271E19	2.639482E19	2.558984E19	2.465427E19	2.365336E19	2.297123E19	2.257028E19	2.242714E19	2.236324E19	2.217431E19	2.168604E19	2.087287E19	1.976796E19	1.817976E19	1.651556E19	1.503013E19	1.375640E19	1.278346E19	1.211360E19	1.162301E19	1.112363E19	1.049387E19	9.652398E18	8.778642E18	8.112515E18	7.894408E18	8.160480E18	8.589756E18	8.935157E18	8.772623E18	8.207111E18	7.315233E18	6.426677E18	5.542750E18	4.887267E18	4.447511E18	3.661396E18	1.922380E18	8.269094E17	9.039533E17	5.195118E17	1.848931E17	5.262537E16	1.294448E16	2.699677E15	4.691082E14
3.000000E1	8.712017E18	1.315851E19	1.702122E19	1.967656E19	2.117861E19	2.241309E19	2.300791E19	2.308992E19	2.243030E19	2.197714E19	2.132226E19	2.055471E19	2.001375E19	1.968717E19	1.956687E19	1.951895E19	1.937670E19	1.900109E19	1.836481E19	1.748844E19	1.620963E19	1.487352E19	1.369307E19	1.269406E19	1.191234E19	1.132643E19	1.087707E19	1.045454E19	9.957144E18	9.306039E18	8.682176E18	8.293303E18	8.286963E18	8.606912E18	8.889581E18	8.934751E18	8.451438E18	7.651231E18	6.681955E18	5.851876E18	5.165695E18	4.783561E18	4.562839E18	3.883892E18	2.236110E18	1.424586E18	1.296516E18	6.218253E17	1.979858E17	5.173885E16	1.173759E16	2.217835E15	3.345941E14
4.000000E1	7.379239E18	1.114118E19	1.411344E19	1.615200E19	1.737798E19	1.831128E19	1.887259E19	1.910013E19	1.880198E19	1.860490E19	1.818362E19	1.763834E19	1.725556E19	1.703651E19	1.697946E19	1.698413E19	1.691798E19	1.667641E19	1.622941E19	1.558633E19	1.461117E19	1.359818E19	1.270463E19	1.194291E19	1.130483E19	1.078187E19	1.039102E19	1.007155E19	9.724492E18	9.266438E18	8.867689E18	8.684474E18	8.773939E18	9.009341E18	9.042381E18	8.758547E18	8.002085E18	7.076170E18	6.147442E18	5.467276E18	5.051531E18	4.970118E18	4.964440E18	4.399425E18	2.857808E18	2.184439E18	1.676095E18	6.966780E17	2.009223E17	4.831679E16	1.006031E16	1.693284E15	2.110924E14
5.000000E1	6.195521E18	9.281233E18	1.152061E19	1.306334E19	1.405672E19	1.476212E19	1.528152E19	1.560035E19	1.556593E19	1.557780E19	1.537643E19	1.505961E19	1.485505E19	1.477074E19	1.480671E19	1.489036E19	1.492020E19	1.482287E19	1.456526E19	1.414718E19	1.345273E19	1.272948E19	1.207706E19	1.149350E19	1.094562E19	1.046845E19	1.015052E19	9.946254E18	9.746161E18	9.458402E18	9.230675E18	9.157193E18	9.221510E18	9.258571E18	8.988189E18	8.403633E18	7.466513E18	6.542586E18	5.766148E18	5.306140E18	5.196540E18	5.404407E18	5.584210E18	5.129408E18	3.702699E18	3.012499E18	1.998656E18	7.358515E17	1.933955E17	4.270157E16	8.073539E15	1.174140E15	1.094281E14
6.000000E1	5.089742E18	7.552243E18	9.229036E18	1.040510E19	1.122393E19	1.177833E19	1.226917E19	1.265853E19	1.283361E19	1.303483E19	1.304808E19	1.295870E19	1.293604E19	1.299278E19	1.312990E19	1.329987E19	1.342843E19	1.346779E19	1.338221E19	1.316402E19	1.270965E19	1.221952E19	1.174467E19	1.127264E19	1.076859E19	1.032859E19	1.009315E19	1.000074E19	9.924574E18	9.764120E18	9.635032E18	9.569347E18	9.504349E18	9.273061E18	8.702553E18	7.896722E18	6.900779E18	6.105504E18	5.570742E18	5.370542E18	5.561842E18	6.011256E18	6.325951E18	5.967895E18	4.657702E18	3.806463E18	2.226772E18	7.350441E17	1.761924E17	3.545497E16	5.967853E15	7.080223E14	3.851217E13
7.000000E1	4.069475E18	6.019223E18	7.299986E18	8.229831E18	8.933170E18	9.401310E18	9.884016E18	1.033948E19	1.069279E19	1.106914E19	1.128057E19	1.139588E19	1.153408E19	1.171293E19	1.193593E19	1.217914E19	1.239083E19	1.254145E19	1.259410E19	1.253600E19	1.226881E19	1.194385E19	1.157994E19	1.116095E19	1.067212E19	1.027144E19	1.012179E19	1.012382E19	1.013409E19	1.004639E19	9.939129E18	9.791887E18	9.528064E18	9.013016E18	8.200600E18	7.289819E18	6.366302E18	5.806016E18	5.567337E18	5.631072E18	6.078729E18	6.692862E18	7.077895E18	6.795206E18	5.595815E18	4.468210E18	2.333961E18	6.943428E17	1.511120E17	2.730200E16	3.945238E15	3.376852E14	4.560371E12
8.000000E1	3.196399E18	4.781407E18	5.804095E18	6.580031E18	7.213037E18	7.634994E18	8.122934E18	8.639639E18	9.143336E18	9.669804E18	1.004340E19	1.031783E19	1.057483E19	1.083775E19	1.111472E19	1.140311E19	1.166872E19	1.189285E19	1.203984E19	1.209400E19	1.195801E19	1.173349E19	1.142544E19	1.102189E19	1.054290E19	1.019325E19	1.012558E19	1.019425E19	1.024649E19	1.017567E19	1.002293E19	9.732745E18	9.246105E18	8.487251E18	7.534486E18	6.651820E18	5.920271E18	5.665093E18	5.734586E18	6.030983E18	6.658084E18	7.341824E18	7.727258E18	7.493325E18	6.392273E18	4.915815E18	2.307756E18	6.182142E17	1.207768E17	1.905833E16	2.199709E15	9.709873E13	1.054862E13
9.000000E1	2.536758E18	3.902848E18	4.758095E18	5.432615E18	6.016897E18	6.404309E18	6.895297E18	7.456781E18	8.073554E18	8.708459E18	9.192014E18	9.567228E18	9.892174E18	1.019461E19	1.048852E19	1.078847E19	1.107349E19	1.133003E19	1.152637E19	1.164586E19	1.159183E19	1.141897E19	1.113377E19	1.073506E19	1.028250E19	1.000068E19	1.000393E19	1.010615E19	1.015702E19	1.005569E19	9.810979E18	9.353876E18	8.668069E18	7.751635E18	6.784654E18	6.057371E18	5.606723E18	5.680412E18	6.026785E18	6.494227E18	7.202612E18	7.855445E18	8.174931E18	7.961082E18	6.940412E18	5.093574E18	2.151143E18	5.150137E17	8.835892E16	1.154874E16	8.987047E14	8.330914E12	5.595203E13
1.000000E2	2.112361E18	3.363602E18	4.091705E18	4.679019E18	5.212234E18	5.554648E18	6.030612E18	6.606420E18	7.286483E18	7.975801E18	8.512224E18	8.931999E18	9.279465E18	9.583510E18	9.863537E18	1.014564E19	1.041918E19	1.067290E19	1.088135E19	1.102840E19	1.102133E19	1.087450E19	1.060476E19	1.022560E19	9.830426E18	9.631851E18	9.688266E18	9.791101E18	9.805612E18	9.642350E18	9.286810E18	8.678282E18	7.857944E18	6.899385E18	6.046366E18	5.574811E18	5.449665E18	5.826694E18	6.380514E18	6.936212E18	7.620184E18	8.149412E18	8.348384E18	8.127165E18	7.165245E18	4.978823E18	1.882223E18	3.960685E17	5.724831E16	5.524538E15	1.670217E14	7.952407E13	1.367910E14
1.100000E2	1.877425E18	3.054466E18	3.658789E18	4.148524E18	4.613028E18	4.891175E18	5.325339E18	5.877090E18	6.564559E18	7.252936E18	7.793039E18	8.215759E18	8.555813E18	8.838767E18	9.087393E18	9.333303E18	9.574761E18	9.802972E18	1.000007E19	1.015135E19	1.017374E19	1.005063E19	9.810656E18	9.482267E18	9.178173E18	9.070120E18	9.156790E18	9.232433E18	9.189029E18	8.952398E18	8.496042E18	7.785677E18	6.922590E18	6.044897E18	5.413757E18	5.255130E18	5.449318E18	6.059496E18	6.723864E18	7.275775E18	7.836476E18	8.169029E18	8.211111E18	7.959297E18	7.032995E18	4.584710E18	1.532112E18	2.744342E17	3.069813E16	1.588426E15	7.484540E13	3.041479E14	2.459799E14
1.200000E2	1.733039E18	2.817308E18	3.286904E18	3.663512E18	4.040059E18	4.240168E18	4.608132E18	5.100625E18	5.745416E18	6.388423E18	6.899611E18	7.303457E18	7.624060E18	7.879783E18	8.093737E18	8.298280E18	8.500095E18	8.695175E18	8.873071E18	9.020949E18	9.071215E18	8.986455E18	8.802560E18	8.559704E18	8.370932E18	8.347650E18	8.439053E18	8.468554E18	8.361373E18	8.059998E18	7.537541E18	6.797632E18	5.992529E18	5.303909E18	4.964083E18	5.123725E18	5.582071E18	6.321884E18	6.986901E18	7.446672E18	7.805167E18	7.896500E18	7.767380E18	7.468378E18	6.555393E18	3.958586E18	1.141330E18	1.634616E17	1.148471E16	1.342052E14	6.310177E14	6.615985E14	3.739483E14
1.300000E2	1.571281E18	2.511108E18	2.841924E18	3.101439E18	3.382001E18	3.505280E18	3.795109E18	4.207323E18	4.776968E18	5.349644E18	5.817783E18	6.197787E18	6.499936E18	6.733770E18	6.919666E18	7.088489E18	7.254806E18	7.422379E18	7.586457E18	7.736158E18	7.823254E18	7.798223E18	7.696617E18	7.564494E18	7.496517E18	7.537845E18	7.609301E18	7.584696E18	7.422909E18	7.081927E18	6.544347E18	5.854940E18	5.198491E18	4.773427E18	4.744782E18	5.176284E18	5.804143E18	6.552983E18	7.111839E18	7.406948E18	7.514289E18	7.353292E18	7.061673E18	6.707088E18	5.788185E18	3.176213E18	7.551160E17	7.533125E16	1.617142E15	1.307363E15	1.782188E15	1.119088E15	5.094797E14
1.400000E2	1.325472E18	2.071478E18	2.277703E18	2.435486E18	2.629957E18	2.693994E18	2.911130E18	3.242338E18	3.728586E18	4.227541E18	4.652845E18	5.012846E18	5.302107E18	5.522772E18	5.690296E18	5.834765E18	5.977218E18	6.131174E18	6.294748E18	6.458877E18	6.595071E18	6.647283E18	6.643387E18	6.628254E18	6.664168E18	6.738418E18	6.770079E18	6.694780E18	6.499466E18	6.154338E18	5.658053E18	5.091415E18	4.647922E18	4.514903E18	4.765527E18	5.379470E18	6.058394E18	6.697130E18	7.061449E18	7.144875E18	6.987864E18	6.597267E18	6.172885E18	5.763098E18	4.824039E18	2.332486E18	4.181758E17	1.971601E16	2.127231E15	4.990525E15	3.417932E15	1.634654E15	6.406947E14
1.500000E2	1.086968E18	1.673238E18	1.804753E18	1.905310E18	2.050652E18	2.087353E18	2.262110E18	2.542873E18	2.974321E18	3.425764E18	3.823560E18	4.171601E18	4.453407E18	4.667961E18	4.826453E18	4.960185E18	5.093522E18	5.247429E18	5.420161E18	5.603887E18	5.783007E18	5.898039E18	5.967909E18	6.032303E18	6.124629E18	6.200645E18	6.194636E18	6.089137E18	5.886047E18	5.561960E18	5.129394E18	4.689089E18	4.425520E18	4.502026E18	4.916863E18	5.595769E18	6.235348E18	6.726848E18	6.906393E18	6.818705E18	6.475335E18	5.943448E18	5.447422E18	5.001106E18	4.041489E18	1.717457E18	2.181009E17	1.891148E15	9.026762E15	9.132551E15	4.863746E15	2.031878E15	7.300557E14
1.500000E2	1.381164E18	2.344168E18	2.546870E18	2.790464E18	3.149541E18	3.301963E18	3.720474E18	4.352238E18	5.304240E18	6.280599E18	7.141454E18	7.896284E18	8.505646E18	8.972234E18	9.335466E18	9.685000E18	1.007941E19	1.052484E19	1.103897E19	1.161179E19	1.217563E19	1.254017E19	1.281367E19	1.306905E19	1.331950E19	1.343953E19	1.335435E19	1.306322E19	1.261055E19	1.197347E19	1.111173E19	1.034254E19	1.001301E19	1.045398E19	1.159481E19	1.309471E19	1.441012E19	1.521647E19	1.529965E19	1.485614E19	1.381750E19	1.243808E19	1.127171E19	1.026958E19	8.092061E18	3.072180E18	2.738020E17	7.951313E15	3.751818E16	2.753742E16	1.290204E16	4.968253E15	1.681874E15
1.600000E2	1.066140E18	1.792365E18	1.918597E18	2.086266E18	2.362749E18	2.473008E18	2.811944E18	3.343384E18	4.175998E18	5.050768E18	5.843376E18	6.557237E18	7.137458E18	7.583407E18	7.923502E18	8.248011E18	8.617156E18	9.055219E18	9.575853E18	1.017250E19	1.080497E19	1.128461E19	1.168406E19	1.204908E19	1.233452E19	1.240070E19	1.224729E19	1.195051E19	1.155964E19	1.105756E19	1.043967E19	1.002269E19	1.008198E19	1.085011E19	1.211335E19	1.346765E19	1.444398E19	1.477063E19	1.440136E19	1.361899E19	1.230294E19	1.079259E19	9.599573E18	8.548479E18	6.332913E18	1.959516E18	8.495853E16	5.853360E16	7.289218E16	3.990862E16	1.629759E16	5.726344E15	1.812174E15
1.700000E2	7.510840E17	1.246305E18	1.307047E18	1.406541E18	1.600429E18	1.671307E18	1.924355E18	2.339820E18	3.022656E18	3.763596E18	4.458389E18	5.104808E18	5.636008E18	6.047066E18	6.354388E18	6.645190E18	6.979269E18	7.397704E18	7.911211E18	8.518460E18	9.210827E18	9.805339E18	1.032517E19	1.077308E19	1.105005E19	1.104333E19	1.085756E19	1.062533E19	1.038486E19	1.012600E19	9.878210E18	9.918645E18	1.039635E19	1.140147E19	1.258985E19	1.354251E19	1.394136E19	1.362291E19	1.273214E19	1.162199E19	1.012780E19	8.640183E18	7.543754E18	6.487981E18	4.281589E18	9.096659E17	8.823085E16	1.941614E17	1.313405E17	5.721054E16	2.050001E16	6.533426E15	1.912789E15
1.800000E2	5.291305E17	8.666063E17	8.904275E17	9.482773E17	1.084065E18	1.129502E18	1.316934E18	1.637490E18	2.187851E18	2.804465E18	3.401650E18	3.973984E18	4.450255E18	4.821904E18	5.096097E18	5.354071E18	5.653107E18	6.044349E18	6.537447E18	7.136336E18	7.857370E18	8.523044E18	9.107892E18	9.575756E18	9.811900E18	9.769790E18	9.637079E18	9.546218E18	9.512698E18	9.533823E18	9.650113E18	1.005961E19	1.077453E19	1.175524E19	1.261883E19	1.301040E19	1.279366E19	1.193488E19	1.070414E19	9.463230E18	8.039778E18	6.799610E18	5.941537E18	4.963369E18	2.857398E18	5.158788E17	3.929464E17	3.943045E17	1.965997E17	7.363660E16	2.389550E16	7.022328E15	1.917542E15
1.900000E2	3.727666E17	6.025866E17	6.066050E17	6.393198E17	7.343008E17	7.633393E17	9.012440E17	1.145974E18	1.583605E18	2.089759E18	2.595335E18	3.093556E18	3.513909E18	3.845045E18	4.087201E18	4.314149E18	4.579416E18	4.939335E18	5.403453E18	5.980318E18	6.704303E18	7.401308E18	8.003933E18	8.452790E18	8.655011E18	8.643217E18	8.641590E18	8.738002E18	8.925393E18	9.209561E18	9.616975E18	1.024335E19	1.098339E19	1.170506E19	1.208031E19	1.187785E19	1.113586E19	9.943906E18	8.614610E18	7.460077E18	6.336963E18	5.521100E18	5.003433E18	4.183055E18	2.275767E18	8.370139E17	9.536904E17	6.314100E17	2.602665E17	8.719399E16	2.609484E16	7.140322E15	1.825952E15
2.000000E2	2.626099E17	4.190030E17	4.132505E17	4.310235E17	4.973850E17	5.158794E17	6.167665E17	8.019935E17	1.146239E18	1.557176E18	1.980091E18	2.408127E18	2.774623E18	3.066284E18	3.278327E18	3.476539E18	3.710028E18	4.036808E18	4.466652E18	5.011626E18	5.717440E18	6.412398E18	6.999986E18	7.418982E18	7.624299E18	7.712669E18	7.889052E18	8.174671E18	8.549931E18	9.029659E18	9.605229E18	1.026815E19	1.083821E19	1.114293E19	1.098387E19	1.028247E19	9.210459E18	7.950430E18	6.776213E18	5.905052E18	5.252663E18	4.961637E18	4.830970E18	4.232547E18	2.611549E18	1.817619E18	1.687076E18	8.728374E17	3.141427E17	9.623794E16	2.684593E16	6.874681E15	1.647293E15
2.100000E2	1.850058E17	2.913500E17	2.815276E17	2.905921E17	3.369080E17	3.486411E17	4.220841E17	5.612627E17	8.296624E17	1.160304E18	1.510659E18	1.874583E18	2.191019E18	2.445489E18	2.629766E18	2.801744E18	3.005825E18	3.299209E18	3.691848E18	4.198089E18	4.869405E18	5.538313E18	6.095760E18	6.498679E18	6.757123E18	6.995826E18	7.352231E18	7.784477E18	8.275788E18	8.849119E18	9.448810E18	9.981176E18	1.024551E19	1.008328E19	9.466275E18	8.463866E18	7.318472E18	6.259578E18	5.458348E18	5.012376E18	4.914154E18	5.158028E18	5.399557E18	5.060054E18	3.786449E18	3.296808E18	2.484112E18	1.085352E18	3.512908E17	9.967120E16	2.606267E16	6.254055E15	1.399659E15
2.200000E2	1.303348E17	2.025878E17	1.917912E17	1.959146E17	2.282075E17	2.356183E17	2.888530E17	3.927904E17	6.005157E17	8.645674E17	1.152515E18	1.459334E18	1.730346E18	1.950566E18	2.109605E18	2.257910E18	2.435130E18	2.695937E18	3.050271E18	3.513684E18	4.139608E18	4.769563E18	5.298409E18	5.713611E18	6.068486E18	6.471243E18	6.964304E18	7.467759E18	7.982778E18	8.537827E18	9.030007E18	9.314981E18	9.224506E18	8.659281E18	7.761421E18	6.713275E18	5.758570E18	5.121843E18	4.836542E18	4.878796E18	5.320114E18	6.020511E18	6.562540E18	6.485115E18	5.582150E18	5.034004E18	3.226373E18	1.239698E18	3.669271E17	9.707726E16	2.383485E16	5.345379E15	1.108126E15
2.300000E2	9.181975E16	1.408679E17	1.306582E17	1.320839E17	1.545784E17	1.592354E17	1.976764E17	2.748875E17	4.346554E17	6.442048E17	8.793116E17	1.136182E18	1.366670E18	1.555865E18	1.692247E18	1.819420E18	1.972398E18	2.202231E18	2.518691E18	2.937818E18	3.513234E18	4.101975E18	4.615107E18	5.072040E18	5.543505E18	6.082435E18	6.635883E18	7.122552E18	7.571596E18	8.013120E18	8.308217E18	8.303287E18	7.902146E18	7.092488E18	6.149207E18	5.312424E18	4.766740E18	4.684372E18	4.959440E18	5.465837E18	6.340751E18	7.348006E18	8.075738E18	8.228812E18	7.676925E18	6.747453E18	3.803562E18	1.314625E18	3.590380E17	8.877078E16	2.041782E16	4.246654E15	8.022178E14
