# Depth (nm)	315.0 nm	325.0 nm	335.0 nm	345.0 nm	355.0 nm	365.0 nm	375.0 nm	385.0 nm	395.0 nm	405.0 nm	415.0 nm	425.0 nm	435.0 nm	445.0 nm	455.0 nm	465.0 nm	475.0 nm	485.0 nm	495.0 nm	505.0 nm	515.0 nm	525.0 nm	535.0 nm	545.0 nm	555.0 nm	565.0 nm	575.0 nm	585.0 nm	595.0 nm	605.0 nm	615.0 nm	625.0 nm	635.0 nm	645.0 nm	655.0 nm	665.0 nm	675.0 nm	685.0 nm	695.0 nm	705.0 nm	715.0 nm	725.0 nm	735.0 nm	745.0 nm	755.0 nm	765.0 nm	775.0 nm	785.0 nm	795.0 nm	805.0 nm	815.0 nm	825.0 nm	835.0 nm	845.0 nm
179.000000	8643593.345703	20712457.781738	28199367.988770	34060744.952148	48289042.456543	88615599.557129	154198203.922363	237786551.612305	458937216.712891	943984533.277832	1278824792.247559	1494621999.553711	1740739799.146484	2314832823.151367	2722655392.880371	3007985803.574707	3383212907.992676	3677125822.241699	4213236822.425781	4618957596.776367	4925940286.698242	5460542711.612305	5873307173.730957	6125424736.595703	6435178380.026855	6616570132.622559	6680620645.441406	6628209784.778809	6207405341.868652	5911021122.170410	5453457971.996582	5068813555.475586	5048820925.562988	5143313215.248535	5229287474.212402	5789059579.876465	6188385606.068848	5970527815.177246	6222551350.205566	6556328534.332520	6095985351.736328	5481000342.837891	5684613419.235840	5163992628.751465	3429727939.221680	845656494.840332	505328255.833008	111880410.245117	17299285.639648	2395271.043457	299354.613770	41015.966797	7378.223145	1488.048340
180.000000	8292764.549805	19818525.723145	26927166.038086	32496933.672363	46122328.070312	84908088.770508	148367446.230957	229817099.646973	445382191.758789	918864965.473633	1247715738.124023	1460671551.233398	1703333199.320801	2267111481.185059	2668686351.320801	2950947383.600586	3322515198.865234	3615458875.369141	4148213536.484863	4554269173.888184	4864252061.849121	5401329060.473633	5820570019.327148	6081753727.948730	6396699988.059082	6576262197.157715	6630564292.465820	6565197503.519531	6137724266.270996	5842678345.240723	5399574895.640137	5036821747.941895	5039565875.893555	5153454610.777344	5252078114.640625	5819114505.087891	6218380127.643066	5993314720.651855	6237118262.181641	6561437947.084961	6091345193.092285	5467568858.150879	5660253727.316406	5129927681.042480	3396415707.337402	832937583.953125	495196798.669922	108727409.632324	16633213.995117	2288037.661621	287508.792969	40360.611816	7489.990723	1538.871582
181.000000	7956180.418457	18963186.912598	25712365.719727	31004920.972168	44052851.359863	81355794.988770	142757440.749512	222115154.244629	432228140.913574	894414508.630859	1217363960.856445	1427492485.965332	1666730195.485352	2220373271.392090	2615786119.755371	2894989461.305664	3262905783.305176	3554828156.287109	4084207451.513184	4490535001.107910	4803455797.622070	5342985541.357910	5768571044.818359	6038442047.696777	6357975896.044922	6535092399.646484	6579400967.020020	6501420420.314453	6068184926.787109	5775579983.495605	5347818183.503418	5007321168.624023	5032710958.721191	5165437703.919434	5275859500.368164	5849284808.693359	6247627022.491699	6014752989.262695	6249779475.015625	6564177051.334961	6084247324.421387	5451698278.020020	5633095682.279297	5093032471.370117	3361059029.197266	819729926.754883	484833172.230469	105559965.680176	15977525.859863	2184992.743652	276587.325195	39874.542480	7630.784668	1594.023438
182.000000	7633262.371582	18144774.674805	24552376.772949	29581410.384277	42076247.701660	77952215.692871	137359819.460449	214671722.314941	419463184.478516	870615321.096191	1187751008.809082	1395067257.576660	1630913511.058105	2174597953.789551	2563933599.611816	2840091733.047852	3204365521.840332	3495217047.555176	4021204293.465820	4427743500.567871	4743540372.753418	5285495179.040527	5717280419.035156	5995447058.603516	6318964607.484863	6493046740.466309	6527164872.540527	6436961478.746094	5998895067.505859	5709827315.981934	5298248891.687988	4980317445.538574	5028206660.169922	5179171623.906738	5300520242.632812	5879448121.870117	6276011397.636230	6034753669.170410	6260469117.613770	6564503584.283691	6074676125.428711	5433397400.662598	5603173763.121582	5053366104.971680	3323719996.167480	806057236.500977	474255664.193848	102383449.452637	15333274.781738	2086293.958008	266606.280762	39558.447266	7800.418945	1653.434570
183.000000	7323455.336426	17361694.332031	23444725.833984	28223256.792969	40188348.417480	74691120.955566	132166531.945312	207478113.565918	407075795.243164	847450037.314941	1158858880.087402	1363378719.645508	1595866243.073242	2129765709.201172	2513108114.146973	2786234282.341797	3146875614.935547	3436609187.867676	3959189922.500488	4365883015.202637	4684494295.574707	5228840352.653320	5666667841.769043	5952726747.172363	6279627116.137207	6450115396.859375	6473894673.691895	6371906520.634277	5929962265.634766	5645518217.796387	5250922414.128418	4955809896.214355	5025997749.073242	5194561446.303711	5325947087.608887	5909482302.450684	6303420469.937012	6053231072.529785	6269125597.684082	6562380345.615723	6062621022.228027	5412679850.938965	5570527808.658203	5010992948.826172	3284464393.820312	791944071.793945	463482942.061523	99203247.922363	14701496.045898	1992092.350586	257580.347656	39412.779785	7998.664062	1717.022461
184.000000	7026226.794434	16612420.093750	22387051.165039	26927459.481445	38385171.976074	71566542.002441	127169833.316406	200525930.291504	395054788.009277	824901755.122559	1130670011.602539	1332410116.463867	1561571854.143555	2085857130.403320	2463289399.644531	2733397571.653320	3090417595.182129	3378988464.533691	3898150325.174805	4304941803.380859	4626305710.538574	5173002836.108887	5616702640.587402	5910239867.480957	6239927037.215820	6406292749.816406	6419633362.661621	6306344009.291992	5861493601.808105	5582746873.048340	5205888325.980469	4933791527.288574	5026023416.531250	5211508425.527832	5352025184.476562	5939265714.464844	6329743816.162109	6070102960.016113	6275691730.560547	6557775273.328613	6048076508.303223	5389564053.584473	5535202940.918457	4965982509.963379	3243361579.575195	777415792.000977	452534020.107910	96024754.785645	14083205.000977	1902532.096680	249522.811035	39437.751465	8225.246582	1784.705566
185.000000	6741065.862305	15895492.081055	21377097.611328	25691155.507324	36662915.593262	68572760.261719	122362272.604980	193807057.502930	383389309.428223	802954023.374023	1103167268.404297	1302145074.198242	1528014164.578613	2042853213.436035	2414457596.763672	2681562434.334473	3034973319.651367	3322339006.184570	3838071607.166504	4244908034.673340	4568962406.825684	5117963841.384766	5567353869.387207	5867946082.266602	6199830729.129395	6361577396.373535	6364428111.065918	6240364744.393555	5793595331.880859	5521603498.498047	5163190243.195312	4914249050.933105	5028217429.750000	5229910236.790039	5378638357.293945	5968677506.531250	6354873617.819824	6085290717.902832	6280114858.825684	6550661509.027344	6031042155.343750	5364073197.005371	5497249478.344238	4918409304.076172	3200484353.675293	762498511.208984	441428225.697754	92853361.325684	13479395.421875	1817750.286133	242445.541992	39633.334473	8479.858887	1856.394043
186.000000	6467482.416504	15209513.477539	20412711.795410	24511613.372070	35017947.204102	65704296.865723	117736681.596680	187313653.403320	372068828.143555	781590829.908691	1076333933.273926	1272567592.254395	1495177344.667480	2000735349.075195	2366593242.048340	2630710066.722168	2980524962.409668	3266645175.744141	3778939986.543945	4185769786.800781	4512451828.981445	5063704064.460449	5518590408.264160	5825806100.713379	6159307405.324219	6315972147.257812	6308330107.968262	6174061569.437500	5726372561.187500	5462174078.712402	5122865698.637207	4897162918.067383	5032508299.805176	5249661226.915527	5405669380.057617	5997597888.467285	6378704900.216309	6098719527.339355	6282346962.399414	6541017452.571777	6011522613.896484	5336235187.767578	5456722839.001953	4868352714.645996	3155908823.788086	747219050.804199	430185165.067383	89694447.256348	12891037.936523	1737876.716309	236358.960449	39999.255859	8762.157715	1931.993164
187.000000	6205006.243652	14553147.802734	19491837.519531	23386226.988770	33446797.795898	62955902.599609	113286164.083008	181038140.167480	361083125.218750	760796589.825684	1050153696.566406	1243662034.819336	1463045907.108887	1959485314.468750	2319677259.594238	2580822020.371582	2927055007.209961	3211891563.653809	3720741787.580078	4127515043.723145	4456761089.530273	5010203733.750488	5470381064.312988	5783781812.409180	6118329235.823730	6269484009.909180	6251394384.509766	6107529072.653320	5659928922.277832	5404540113.464844	5084946035.119141	4882507368.287598	5038819462.856445	5270652673.348633	5433000254.262207	6025908405.483887	6401135765.214355	6110318525.417969	6282344758.945312	6528826805.997559	5989527603.875488	5306082595.840332	5413683434.010254	4815896842.852539	3109714263.397949	731604890.775391	418824688.589844	86553371.575684	12319078.433594	1663033.690430	231272.046387	40535.007324	9071.754395	2011.405273
188.000000	5953186.237305	13925116.307617	18612511.378906	22312509.922852	31946154.089355	60322548.267090	109004085.529297	174973195.049316	350422284.859375	740556134.084473	1024610646.305176	1215413122.604492	1431604699.599121	1919085264.931641	2273690952.877930	2531880194.459473	2874546240.364746	3158062981.366211	3663463435.147949	4070131694.902832	4401876983.515137	4957442660.789062	5422694672.966309	5741836416.979004	6076871438.083984	6222124156.923828	6193679625.798340	6040863282.371094	5594366257.080566	5348778378.147949	5049456315.634277	4870250496.359863	5047069474.405762	5292773050.786621	5460512488.328613	6053492209.340332	6422067617.154785	6120020957.739258	6280069794.300781	6514078606.560059	5965071894.916992	5273652590.689941	5368196551.320801	4761130348.591797	3061982964.371094	715684119.823242	407366855.629883	83435463.477539	11764436.558594	1593335.829590	227192.306152	41239.836426	9408.231934	2094.523438
189.000000	5711589.616211	13324195.479980	17772858.579102	21288089.898438	30512851.543457	57799415.460938	104884063.135742	169111741.778320	340076685.405762	720854698.408203	999689258.512695	1187805924.766602	1400838897.569824	1879517725.899414	2228615996.732422	2483866828.334473	2822981743.792969	3105144455.126953	3607091449.677246	4013607535.714844	4347786004.890625	4905400293.005859	5375500199.445312	5699934548.879883	6034912356.843262	6173907880.035645	6135247970.612793	5974161357.784180	5529784304.495605	5294960697.876465	5016415251.043945	4860354335.104980	5057172216.049316	5315908304.720215	5488087378.229980	6080234325.816406	6441405381.452148	6127764322.088867	6275488522.824219	6496767248.899902	5938175276.641113	5238986868.374023	5320332230.168945	4704146282.836914	3012800083.847656	699485384.333008	395831899.002930	80346013.289062	11228004.225098	1528889.898438	224125.761719	42112.746094	9771.129883	2181.236816
190.000000	5479801.183594	12749214.654785	16971088.930176	20310703.558594	29143867.681641	55381887.725586	100919956.270020	163446942.251465	330036990.593750	701677912.480469	975374387.781738	1160825851.004883	1370733997.065430	1840765585.033691	2184434429.487305	2436764494.221680	2772344888.260254	3053121220.023926	3551612442.702637	3957930269.000000	4294474364.694336	4854055768.319824	5328766839.941895	5658042396.895020	5992433532.655273	6124854529.781250	6076164799.636719	5907521276.090820	5466280394.324219	5243153735.963379	4985835145.437012	4852774954.493652	5069037114.235352	5339942131.249512	5515606288.642090	6106021917.909180	6459057715.387207	6133490502.957520	6268572377.416992	6476892496.221680	5908862518.860840	5202131569.771484	5270165126.360840	4645041911.714844	2962253485.822266	683037836.374023	384240189.140625	77290263.497559	10710644.196777	1469794.634766	222076.960938	43152.519043	10159.954590	2271.435059
191.000000	5257422.610840	12199053.734375	16205493.031250	19378191.462891	27836315.706543	53065542.084961	97105857.268555	157972188.505371	320294141.082031	683011789.430176	951651258.066406	1134458643.831055	1341275807.771484	1802812084.484375	2141128645.260742	2390556090.089355	2722619326.802246	3001978714.343750	3497013112.996094	3903087507.738281	4241928010.905762	4803387971.355957	5282464122.103516	5616127817.853027	5949419758.866699	6074987441.056152	6016498512.884766	5841041517.017090	5403949148.504395	5193418797.334473	4957721859.278320	4847462576.616699	5082569370.442383	5364756262.461426	5542950933.941406	6130744544.142578	6474937210.602539	6137145896.595703	6259297829.120605	6454459480.513184	5877163321.821777	5163137190.093262	5217774368.671875	4583918532.607422	2910433577.702637	666371080.759766	372612198.005371	74273399.828125	10213188.680664	1416140.613770	221048.943848	44357.687500	10574.173828	2364.993652
192.000000	5044071.750977	11672641.000488	15474438.624512	18488493.315430	26587438.414062	50846140.930176	93436082.589844	152681094.959961	310839346.221191	664842715.605957	928505453.706543	1108690371.019043	1312450446.177246	1765640813.304199	2098681386.404297	2345224832.667480	2673788988.342285	2951702574.213379	3443280243.287598	3849066778.827637	4190132649.919434	4753375591.042969	5236562004.446289	5574160444.160645	5905859126.825684	6024333844.843750	5956320297.103516	5774820745.724121	5342882190.524414	5145811647.514160	4932074790.497070	4844361706.295898	5097670202.199707	5390230756.675293	5570003658.416992	6154294411.387695	6488960586.866211	6138681526.320312	6247646436.148926	6429478691.768555	5843112256.600586	5122058479.876953	5163243406.666504	4520881282.621582	2857433142.088379	649515121.267578	360968462.823730	71300542.447754	9736437.989258	1368010.097168	221043.258789	45726.551758	11013.228027	2461.793945
193.000000	4839381.981934	11168951.027344	14776367.111816	17639643.416504	25394602.372559	48719624.244141	89905164.298340	147567490.919922	301664076.079102	647157440.612305	905922910.662598	1083507418.208008	1284244328.880859	1729235700.008789	2057075736.101562	2300754250.632812	2625838071.501465	2902278628.541992	3390400697.572266	3795855527.936035	4139073769.512695	4703997179.342773	5191030974.275879	5532111784.709961	5861743059.150391	5972924766.382812	5895703883.876465	5708957495.104004	5283167863.928223	5100382347.671387	4908886873.534180	4843411276.940918	5114237094.349121	5416244292.844238	5596647714.985352	6176566621.635742	6501048876.677734	6138053147.872070	6233604882.239746	6401965956.265625	5806748695.722656	5078954337.626465	5106659850.202637	4456038939.795410	2803347164.190918	632500306.173828	349329549.705078	68376737.258789	9281159.268066	1325476.910645	222059.956543	47257.185059	11476.514648	2561.708008
194.000000	4643001.578125	10687002.679688	14109790.232910	16829766.316895	24255292.363281	46682102.152832	86507841.876465	142625413.335449	292760053.692383	629943067.623047	883889907.966797	1058896481.678223	1256644166.029297	1693581005.290527	2016295111.127930	2257128177.943359	2578751038.613770	2853692894.266113	3338361419.010254	3743441125.401367	4088736663.232422	4655231210.880859	5145842143.748535	5489955318.799805	5817066330.937500	5920794910.158203	5834725299.268555	5643549848.465332	5224890960.754395	5057175106.224609	4888144596.370117	4844544811.303223	5132164059.865234	5442674468.384277	5622767541.789062	6197459412.123047	6511127600.293945	6135221344.510742	6217165004.271484	6371942403.923340	5768116734.195801	5033887694.332031	5048115300.903320	4389503717.430664	2748272655.077637	615357273.111816	337716017.194336	65506947.331055	8848085.240234	1288606.321777	224097.583496	48947.434082	11963.407227	2664.600586
195.000000	4454593.098633	10225857.196777	13473286.887207	16057072.671875	23167106.076660	44729847.793945	83239054.344238	137849099.802734	284119247.557129	613187043.941406	862393059.372559	1034844561.275879	1229636954.888184	1658661314.871094	1976323254.744141	2214330747.338379	2532512609.921387	2805931571.897461	3287149428.393066	3691810873.136719	4039106456.056641	4607056143.213379	5100967343.656738	5447666582.687988	5771827078.823242	5867982532.096680	5773462605.819336	5578695123.640137	5168132460.726074	5016228147.411133	4869828035.479980	4847690596.651855	5151341909.611328	5469398099.684082	5648249035.979492	6216874388.291504	6519126930.775391	6130151611.746582	6198323809.062500	6339434424.795410	5727265101.086426	4986925390.110840	4987705176.005859	4321391051.913574	2692308471.217773	598116893.458008	326148379.861328	62696044.453125	8437913.046875	1257454.961426	227153.185059	50794.906738	12473.238770	2770.337891
196.000000	4273832.813477	9784616.366211	12865500.104492	15319855.293457	22127749.041016	42859290.477539	80093932.686035	133232981.801758	275733864.339355	596877151.826172	841419305.219238	1011338953.502441	1203209973.547852	1624461532.508789	1937144229.763184	2172346383.997070	2487107757.991211	2758981041.377441	3236751823.197266	3640952012.508301	3990168131.251953	4559450477.489258	5056379214.604492	5405223248.462402	5726026797.875977	5814529299.418457	5711995637.765625	5514489559.495117	5112969281.997070	4977573597.249023	4853910908.632812	4852771873.958984	5171658530.319336	5496291524.583984	5672979824.071777	6234716749.019043	6524981848.733887	6122814431.432129	6177083479.326660	6304473614.835938	5684247061.826660	4938138043.144531	4925528524.822754	4251819384.431152	2635555130.543945	580810216.241699	314647071.945312	59948800.869629	8051303.099121	1232070.708496	231222.309570	52797.007324	13005.313965	2878.782227
197.000000	4100410.144043	9362420.769043	12285134.151855	14616485.373535	21135029.781250	41067009.140625	77067792.556641	128771678.163574	267596341.803711	581001499.550781	820955904.481445	988367244.750000	1177350774.754883	1590966873.142578	1898742411.756348	2131159799.361816	2442521702.319336	2712827858.234375	3187155777.193359	3590851733.140137	3941906558.282715	4512392819.259277	5012051295.178223	5362605194.914062	5679670326.318359	5760480138.625977	5650405730.351562	5451028005.854492	5059474044.221680	4941237387.187988	4840360645.369629	4859707040.554688	5192999170.078613	5523230906.045898	5696849528.202637	6250895503.634766	6528632286.360352	6113185335.117676	6153451368.775391	6267096710.974121	5639120311.429199	4887599911.262207	4861687838.242188	4180909937.030762	2578114625.433105	563468411.756348	303232411.144043	57269881.158203	7688878.043945	1212492.644043	236299.024902	54950.905762	13558.911621	2989.788574
198.000000	3934027.125000	8958448.104492	11730951.767090	13945408.886719	20186855.192871	39349726.069824	74156127.267090	124459988.757812	259699341.947754	565548512.708984	800990427.015137	965917304.684082	1152047179.870605	1558162856.178711	1861102482.404785	2090755985.106445	2398739904.135742	2667458750.040527	3138348540.602051	3541497182.594727	3894306521.651367	4465861939.155273	4967958106.767090	5319794570.142578	5632765818.117676	5705883072.155762	5588775444.133301	5388403617.813965	5007714844.634277	4907239175.740723	4829138474.984863	4868409865.722656	5215246730.609375	5550092536.291016	5719750027.663574	6265323680.175781	6530023260.485352	6101244956.497559	6127439986.372559	6227345515.720215	5591946858.860840	4835388746.350098	4796288851.588379	4108786483.391602	2520090232.947266	546122714.951660	291924562.616211	54663834.305176	7351221.734375	1198750.969238	242375.915039	57253.566406	14133.273438	3103.207031
199.000000	3774397.899902	8571911.587402	11201771.523438	13305143.160156	19281226.130371	37704300.893555	71354601.045898	120292888.393555	252035744.351074	550506925.747070	781510745.990723	943977279.777344	1127287272.956543	1526035298.924316	1824209423.017090	2051120207.289062	2355748061.422363	2622860613.176758	3090317440.798340	3492875476.886230	3847352750.562012	4419836833.225586	4924075234.711914	5276775845.669434	5585324703.586426	5650789044.276855	5527188285.205078	5326707555.436035	4957755047.865234	4875592288.337402	4820199531.770508	4878789718.664062	5238282065.585449	5576753140.649414	5741575715.104492	6277918524.466797	6529104994.336914	6086979072.846191	6099066969.778809	6185266811.356445	5542792902.754395	4781585641.945312	4729440341.276367	4035575114.778320	2461586322.686035	528804368.696289	280743503.245605	52135085.968750	7038878.306152	1190866.970703	249444.096680	59701.740234	14727.617676	3218.894043
