# Charge generation [cm^-3*s^-1]
# Column format:
# x (nm)	360 nm	370 nm	380 nm	390 nm	400 nm	410 nm	420 nm	430 nm	440 nm	450 nm	460 nm	470 nm	480 nm	490 nm	500 nm	510 nm	520 nm	530 nm	540 nm	550 nm	560 nm	570 nm	580 nm	590 nm	600 nm	610 nm	620 nm	630 nm	640 nm	650 nm	660 nm	670 nm	680 nm	690 nm	700 nm	710 nm	720 nm	730 nm	740 nm	750 nm	760 nm	770 nm	780 nm	790 nm	800 nm	810 nm	820 nm	830 nm	
3.100000E2	3.591376E14	3.824767E14	3.604610E14	4.563790E14	7.859054E14	1.848571E15	3.602153E15	7.776608E15	1.593593E16	2.703421E16	3.865104E16	4.930934E16	5.679668E16	6.515931E16	7.771722E16	1.012483E17	1.389438E17	2.024496E17	3.195594E17	4.761713E17	6.661959E17	8.824834E17	1.095750E18	1.270405E18	1.402222E18	1.541668E18	1.723751E18	1.955972E18	2.224002E18	2.478470E18	2.716319E18	2.902863E18	3.059960E18	3.192806E18	3.290966E18	3.397181E18	3.497968E18	3.593994E18	3.675508E18	3.754714E18	3.851895E18	4.045275E18	4.103337E18	3.166053E18	1.375995E18	3.951640E17	1.010794E17	2.559119E16
3.200000E2	2.448757E14	2.605857E14	2.446019E14	3.117425E14	5.464101E14	1.323126E15	2.636483E15	5.845406E15	1.228480E16	2.123288E16	3.073959E16	3.954678E16	4.576332E16	5.273986E16	6.328562E16	8.323391E16	1.155619E17	1.707873E17	2.743923E17	4.153907E17	5.891653E17	7.896888E17	9.896571E17	1.154703E18	1.279811E18	1.412859E18	1.587857E18	1.813118E18	2.075732E18	2.327477E18	2.565009E18	2.752557E18	2.911330E18	3.046039E18	3.145239E18	3.253233E18	3.356291E18	3.454845E18	3.538171E18	3.620203E18	3.723029E18	3.939277E18	4.051058E18	3.157227E18	1.375604E18	3.951531E17	1.010790E17	2.559116E16
3.300000E2	1.669669E14	1.775399E14	1.659821E14	2.129445E14	3.798982E14	9.470358E14	1.929691E15	4.393789E15	9.470188E15	1.667647E16	2.444754E16	3.171706E16	3.687331E16	4.268757E16	5.153388E16	6.842471E16	9.611485E16	1.440768E17	2.356094E17	3.623691E17	5.210437E17	7.066574E17	8.938490E17	1.049560E18	1.168118E18	1.294856E18	1.462742E18	1.680800E18	1.937512E18	2.185928E18	2.422470E18	2.610468E18	2.770438E18	2.906612E18	3.006612E18	3.116094E18	3.221123E18	3.321914E18	3.406843E18	3.491435E18	3.599464E18	3.837169E18	4.000336E18	3.148622E18	1.375221E18	3.951422E17	1.010785E17	2.559114E16
3.400000E2	1.138453E14	1.209599E14	1.126322E14	1.454577E14	2.641288E14	6.778468E14	1.412377E15	3.302659E15	7.300442E15	1.309783E16	1.944339E16	2.543752E16	2.971028E16	3.455126E16	4.196437E16	5.625041E16	7.994039E16	1.215438E17	2.023083E17	3.161160E17	4.608010E17	6.323629E17	8.073300E17	9.540151E17	1.066207E18	1.186755E18	1.347555E18	1.558250E18	1.808672E18	2.053249E18	2.288215E18	2.476171E18	2.636907E18	2.774190E18	2.874770E18	2.985477E18	3.092200E18	3.194962E18	3.281299E18	3.368206E18	3.481024E18	3.738849E18	3.951152E18	3.140237E18	1.374846E18	3.951315E17	1.010781E17	2.559112E16
3.500000E2	7.762472E13	8.241134E13	7.643007E13	9.935898E13	1.836387E14	4.851730E14	1.033745E15	2.482494E15	5.627814E15	1.028714E16	1.546354E16	2.040125E16	2.393874E16	2.796574E16	3.417185E16	4.624220E16	6.648782E16	1.025349E17	1.737141E17	2.757674E17	4.075261E17	5.658866E17	7.292013E17	8.671940E17	9.732236E17	1.087731E18	1.241514E18	1.444755E18	1.688589E18	1.928902E18	2.161786E18	2.349266E18	2.510385E18	2.648453E18	2.749416E18	2.861108E18	2.969275E18	3.073759E18	3.161327E18	3.250320E18	3.367539E18	3.644222E18	3.903487E18	3.132073E18	1.374480E18	3.951210E17	1.010777E17	2.559110E16
3.600000E2	5.292792E13	5.614776E13	5.186397E13	6.786994E13	1.276770E14	3.472656E14	7.566175E14	1.866005E15	4.338407E15	8.079599E15	1.229833E16	1.636208E16	1.928838E16	2.263543E16	2.782636E16	3.801467E16	5.529909E16	8.649891E16	1.491616E17	2.405698E17	3.604135E17	5.064066E17	6.586506E17	7.883031E17	8.883900E17	9.970261E17	1.143901E18	1.339655E18	1.576682E18	1.812382E18	2.042750E18	2.229373E18	2.390533E18	2.529099E18	2.630267E18	2.742727E18	2.852107E18	2.958089E18	3.046724E18	3.137591E18	3.258849E18	3.553193E18	3.857323E18	3.124129E18	1.374121E18	3.951106E17	1.010773E17	2.559108E16
3.700000E2	3.608857E13	3.825409E13	3.519389E13	4.636047E13	8.876896E13	2.485575E14	5.537825E14	1.402611E15	3.344421E15	6.345781E15	9.780994E15	1.312262E16	1.554141E16	1.832109E16	2.265918E16	3.125101E16	4.599324E16	7.297095E16	1.280796E17	2.098657E17	3.187509E17	4.531876E17	5.949450E17	7.166208E17	8.109957E17	9.139461E17	1.054052E18	1.242340E18	1.472408E18	1.703216E18	1.930699E18	2.116135E18	2.277035E18	2.415840E18	2.517054E18	2.630086E18	2.740470E18	2.847742E18	2.937293E18	3.029839E18	3.154798E18	3.465672E18	3.812642E18	3.116404E18	1.373771E18	3.951003E17	1.010769E17	2.559106E16
3.800000E2	2.460676E13	2.606294E13	2.388189E13	3.166782E13	6.171768E13	1.779066E14	4.053238E14	1.054294E15	2.578169E15	4.984026E15	7.778932E15	1.052452E16	1.252233E16	1.482906E16	1.845152E16	2.569076E16	3.825342E16	6.155874E16	1.099776E17	1.830816E17	2.819082E17	4.055716E17	5.374223E17	6.514917E17	7.403926E17	8.378560E17	9.713569E17	1.152245E18	1.375263E18	1.600961E18	1.825251E18	2.009214E18	2.169588E18	2.308402E18	2.409523E18	2.522950E18	2.634147E18	2.742521E18	2.832850E18	2.926894E18	3.055239E18	3.381574E18	3.769426E18	3.108898E18	1.373429E18	3.950902E17	1.010765E17	2.559103E16
3.900000E2	1.677796E13	1.775697E13	1.620579E13	2.163160E13	4.290996E13	1.273378E14	2.966641E14	7.924764E14	1.987477E15	3.914493E15	6.186670E15	8.440814E15	1.008973E16	1.200263E16	1.502519E16	2.111981E16	3.181608E16	5.193141E16	9.443434E16	1.597172E17	2.493283E17	3.629698E17	4.854847E17	5.923202E17	6.759894E17	7.681738E17	8.952553E17	1.068845E18	1.284777E18	1.505203E18	1.726045E18	1.908291E18	2.067906E18	2.206527E18	2.307429E18	2.421094E18	2.532933E18	2.642235E18	2.733218E18	2.828591E18	2.960029E18	3.300815E18	3.727659E18	3.101609E18	1.373095E18	3.950802E17	1.010761E17	2.559101E16
4.000000E2	1.143995E13	1.209802E13	1.099694E13	1.477607E13	2.983366E13	9.114279E13	2.171340E14	5.956770E14	1.532119E15	3.074474E15	4.920327E15	6.769651E15	8.129698E15	9.714911E15	1.223512E16	1.736214E16	2.646205E16	4.380980E16	8.108824E16	1.393360E17	2.205185E17	3.248557E17	4.385925E17	5.385652E17	6.172468E17	7.043665E17	8.252303E17	9.916563E17	1.200511E18	1.415553E18	1.632742E18	1.813064E18	1.971720E18	2.109970E18	2.210544E18	2.324305E18	2.436630E18	2.546705E18	2.638226E18	2.734776E18	2.869034E18	3.223316E18	3.687326E18	3.094539E18	1.372770E18	3.950704E17	1.010757E17	2.559099E16
4.100000E2	7.800255E12	8.242517E12	7.462308E12	1.009321E13	2.074221E13	6.523602E13	1.589244E14	4.477498E14	1.181091E15	2.414716E15	3.913190E15	5.429356E15	6.550420E15	7.863239E15	9.963141E15	1.427304E16	2.200902E16	3.695843E16	6.962876E16	1.215575E17	1.950433E17	2.907578E17	3.962583E17	4.897351E17	5.636730E17	6.459462E17	7.608066E17	9.202303E17	1.122057E18	1.331647E18	1.545023E18	1.723249E18	1.880773E18	2.018497E18	2.118647E18	2.232381E18	2.345053E18	2.455758E18	2.547714E18	2.645300E18	2.782123E18	3.148999E18	3.648410E18	3.087685E18	1.372452E18	3.950607E17	1.010753E17	2.559097E16
4.200000E2	5.318555E12	5.615719E12	5.063778E12	6.894451E12	1.442127E13	4.669309E13	1.163198E14	3.365580E14	9.104870E14	1.896537E15	3.112204E15	4.354420E15	5.277934E15	6.364499E15	8.113059E15	1.173357E16	1.830538E16	3.117866E16	5.978930E16	1.060495E17	1.725174E17	2.602548E17	3.580422E17	4.453834E17	5.148193E17	5.924661E17	7.015469E17	8.541519E17	1.049036E18	1.253145E18	1.462587E18	1.638578E18	1.794825E18	1.931888E18	2.031532E18	2.145129E18	2.258023E18	2.369230E18	2.461529E18	2.560020E18	2.699174E18	3.077792E18	3.610896E18	3.081048E18	1.372143E18	3.950512E17	1.010749E17	2.559095E16
4.300000E2	3.626423E12	3.826052E12	3.436182E12	4.709448E12	1.002656E13	3.342087E13	8.513661E13	2.529790E14	7.018824E14	1.489555E15	2.475171E15	3.492307E15	4.252642E15	5.151423E15	6.606527E15	9.645942E15	1.522502E16	2.630290E16	5.134092E16	9.252227E16	1.526001E17	2.329695E17	3.235471E17	4.051045E17	4.702766E17	5.435172E17	6.470490E17	7.930370E17	9.810945E17	1.179727E18	1.385153E18	1.558798E18	1.713647E18	1.849936E18	1.949002E18	2.062367E18	2.175372E18	2.286967E18	2.379522E18	2.478801E18	2.620067E18	3.009624E18	3.574771E18	3.074627E18	1.371842E18	3.950418E17	1.010745E17	2.559093E16
4.400000E2	2.472653E12	2.606732E12	2.331727E12	3.216921E12	6.971087E12	2.392119E13	6.231308E13	1.901555E14	5.410719E14	1.169909E15	1.968531E15	2.800881E15	3.426525E15	4.169562E15	5.379752E15	7.929754E15	1.266305E16	2.218978E16	4.408706E16	8.072327E16	1.349904E17	2.085644E17	2.924144E17	3.685302E17	4.296719E17	4.987250E17	5.969431E17	7.365306E17	9.179026E17	1.111097E18	1.312455E18	1.483672E18	1.637022E18	1.772441E18	1.870871E18	1.983920E18	2.096940E18	2.208820E18	2.301557E18	2.401515E18	2.544690E18	2.944427E18	3.540020E18	3.068422E18	1.371549E18	3.950326E17	1.010741E17	2.559091E16
4.500000E2	1.685963E12	1.775995E12	1.582265E12	2.197408E12	4.846732E12	1.712174E13	4.560811E13	1.429333E14	4.171052E14	9.188558E14	1.565596E15	2.246349E15	2.760891E15	3.374846E15	4.380785E15	6.518924E15	1.053225E16	1.872004E16	3.785895E16	7.043206E16	1.194219E17	1.867380E17	2.643205E17	3.353258E17	3.926653E17	4.577471E17	5.508889E17	6.843042E17	8.591548E17	1.046975E18	1.244247E18	1.412974E18	1.564748E18	1.699217E18	1.796962E18	1.909626E18	2.022574E18	2.134648E18	2.227499E18	2.328038E18	2.472936E18	2.882139E18	3.506630E18	3.062432E18	1.371265E18	3.950235E17	1.010737E17	2.559088E16
4.600000E2	1.149563E12	1.210005E12	1.073694E12	1.501001E12	3.369748E12	1.225499E13	3.338143E13	1.074380E14	3.215410E14	7.216771E14	1.245137E15	1.801607E15	2.224565E15	2.731607E15	3.567324E15	5.359124E15	8.760063E15	1.579308E16	3.251168E16	6.145642E16	1.056592E17	1.672203E17	2.389736E17	3.051879E17	3.589468E17	4.202701E17	5.085739E17	6.360543E17	8.045667E17	9.871015E17	1.180293E18	1.346494E18	1.496633E18	1.630089E18	1.727108E18	1.839329E18	1.952130E18	2.064317E18	2.157224E18	2.258255E18	2.404703E18	2.822696E18	3.474588E18	3.056657E18	1.370988E18	3.950145E17	1.010734E17	2.559086E16
4.700000E2	7.838223E11	8.243901E11	7.285882E11	1.025301E12	2.342858E12	8.771589E12	2.443249E13	8.075745E13	2.478718E14	5.668115E14	9.902735E14	1.444918E15	1.792428E15	2.210973E15	2.904923E15	4.405693E15	7.286145E15	1.332403E16	2.792084E16	5.362870E16	9.349422E16	1.497700E17	2.161103E17	2.778408E17	3.282340E17	3.860072E17	4.697109E17	5.915006E17	7.538740E17	9.312337E17	1.120376E18	1.284034E18	1.432494E18	1.564888E18	1.661153E18	1.772881E18	1.885471E18	1.997702E18	2.090612E18	2.192054E18	2.339894E18	2.766040E18	3.443882E18	3.051096E18	1.370720E18	3.950057E17	1.010730E17	2.559084E16
4.800000E2	5.344442E11	5.616662E11	4.944059E11	7.003608E11	1.628900E12	6.278319E12	1.788260E13	6.070260E13	1.910813E14	4.451791E14	7.875781E14	1.158851E15	1.444239E15	1.789576E15	2.365533E15	3.621916E15	6.060313E15	1.124131E16	2.397962E16	4.680268E16	8.274298E16	1.341714E17	1.954928E17	2.530344E17	3.002698E17	3.546965E17	4.340361E17	5.503842E17	7.068313E17	8.791446E17	1.064290E18	1.225407E18	1.372163E18	1.503459E18	1.598947E18	1.710143E18	1.822469E18	1.934683E18	2.027550E18	2.129330E18	2.278415E18	2.712116E18	3.414499E18	3.045750E18	1.370460E18	3.949971E17	1.010726E17	2.559082E16
4.900000E2	3.644074E11	3.826694E11	3.354943E11	4.784011E11	1.132512E12	4.493747E12	1.308861E13	4.562806E13	1.473022E14	3.496483E14	6.263729E14	9.294216E14	1.163693E15	1.448501E15	1.926311E15	2.977612E15	5.040829E15	9.484526E15	2.059632E16	4.085087E16	7.324292E16	1.202316E17	1.769070E17	2.305418E17	2.748201E17	3.260986E17	4.013073E17	5.124661E17	6.632107E17	8.306229E17	1.011843E18	1.170437E18	1.315478E18	1.445653E18	1.540350E18	1.650985E18	1.763002E18	1.875145E18	1.967931E18	2.069985E18	2.220181E18	2.660870E18	3.386430E18	3.040617E18	1.370208E18	3.949885E17	1.010722E17	2.559080E16
5.000000E2	2.484689E11	2.607169E11	2.276599E11	3.267854E11	7.873927E11	3.216428E12	9.579805E12	3.429707E13	1.135536E14	2.746179E14	4.981655E14	7.454183E14	9.376483E14	1.172441E15	1.568661E15	2.447969E15	4.192980E15	8.002740E15	1.769222E16	3.566209E16	6.485039E16	1.077784E17	1.601597E17	2.101575E17	2.516717E17	2.999946E17	3.713025E17	4.775260E17	6.228012E17	7.854717E17	9.628574E17	1.118961E18	1.262289E18	1.391331E18	1.485228E18	1.595282E18	1.706953E18	1.818982E18	1.911653E18	2.013923E18	2.165107E18	2.612251E18	3.359662E18	3.035697E18	1.369964E18	3.949802E17	1.010718E17	2.559078E16
5.100000E2	1.694169E11	1.776294E11	1.544856E11	2.232199E11	5.474443E11	2.302179E12	7.011643E12	2.577996E13	8.753735E13	2.156889E14	3.962019E14	5.978474E14	7.555190E14	9.490050E14	1.277436E15	2.012592E15	3.487897E15	6.752990E15	1.519975E16	3.113943E16	5.743848E16	9.665760E16	1.450768E17	1.916950E17	2.306307E17	2.761850E17	3.438179E17	4.453608E17	5.854070E17	7.435079E17	9.171643E17	1.070826E18	1.212454E18	1.340362E18	1.433460E18	1.542918E18	1.654214E18	1.766092E18	1.858621E18	1.961056E18	2.113116E18	2.566212E18	3.334186E18	3.030990E18	1.369729E18	3.949720E17	1.010715E17	2.559076E16
5.200000E2	1.155159E11	1.210209E11	1.048310E11	1.524767E11	3.806173E11	1.647800E12	5.131959E12	1.937796E13	6.748187E13	1.694061E14	3.151105E14	4.794963E14	6.087748E14	7.681636E14	1.040304E15	1.654716E15	2.901574E15	5.699040E15	1.306093E16	2.719840E16	5.089511E16	8.673187E16	1.315016E17	1.749854E17	2.115210E17	2.544876E17	3.186670E17	4.157837E17	5.508472E17	7.045610E17	8.746076E17	1.025887E18	1.165841E18	1.292623E18	1.384926E18	1.493783E18	1.604683E18	1.716382E18	1.808745E18	1.911301E18	2.064133E18	2.522707E18	3.309992E18	3.026496E18	1.369501E18	3.949639E17	1.010711E17	2.559074E16
5.300000E2	7.876377E10	8.245288E10	7.113629E10	1.041535E11	2.646288E11	1.179424E12	3.756186E12	1.456582E13	5.202151E13	1.330558E14	2.506193E14	3.845806E14	4.905429E14	6.218003E14	8.472245E14	1.360560E15	2.414046E15	4.810330E15	1.122599E16	2.376541E16	4.512134E16	7.787844E16	1.192931E17	1.598760E17	1.941825E17	2.347366E17	2.956790E17	3.886227E17	5.189543E17	6.684732E17	8.350420E17	9.840101E17	1.122327E18	1.247998E18	1.339518E18	1.447774E18	1.558263E18	1.669760E18	1.761941E18	1.864577E18	2.018090E18	2.481693E18	3.287070E18	3.022215E18	1.369282E18	3.949560E17	1.010707E17	2.559072E16
5.400000E2	5.370459E10	5.617608E10	4.827173E10	7.114501E10	1.839865E11	8.441821E11	2.749235E12	1.094873E13	4.010351E13	1.045068E14	1.993310E14	3.084614E14	3.952858E14	5.033458E14	6.900211E14	1.118796E15	2.008714E15	4.061094E15	9.652242E15	2.077632E16	4.002986E16	6.998787E16	1.083243E17	1.462286E17	1.784701E17	2.167808E17	2.746980E17	3.637201E17	4.895740E17	6.350979E17	7.983320E17	9.450707E17	1.081795E18	1.206382E18	1.297133E18	1.404796E18	1.514866E18	1.626143E18	1.718128E18	1.820811E18	1.974919E18	2.443129E18	3.265411E18	3.018145E18	1.369071E18	3.949482E17	1.010704E17	2.559069E16
5.500000E2	3.661815E10	3.827342E10	3.275629E10	4.859765E10	1.279191E11	6.042312E11	2.012233E12	8.229922E12	3.091633E13	8.208528E13	1.585436E14	2.474182E14	3.185421E14	4.074833E14	5.620370E14	9.201140E14	1.671777E15	3.429608E15	8.303064E15	1.817529E16	3.554369E16	6.296259E16	9.848122E16	1.339184E17	1.642522E17	2.004830E17	2.555815E17	3.409310E17	4.625640E17	6.042997E17	7.643522E17	9.089525E17	1.044139E18	1.167672E18	1.257675E18	1.364757E18	1.474406E18	1.585453E18	1.677232E18	1.779934E18	1.934560E18	2.406978E18	3.245009E18	3.014287E18	1.368868E18	3.949405E17	1.010700E17	2.559067E16
5.600000E2	2.496789E10	2.607615E10	2.222782E10	3.319606E10	8.893761E10	4.324859E11	1.472814E12	6.186336E12	2.383437E13	6.447652E13	1.261084E14	1.984676E14	2.567174E14	3.299103E14	4.578526E14	7.568640E14	1.391762E15	2.897562E15	7.147069E15	1.591376E16	3.159498E16	5.671575E16	8.966163E16	1.228328E17	1.514097E17	1.857184E17	2.381999E17	3.201231E17	4.377936E17	5.759536E17	7.329863E17	8.755475E17	1.009257E18	1.131776E18	1.221057E18	1.327575E18	1.436806E18	1.547616E18	1.639185E18	1.741881E18	1.896955E18	2.373204E18	3.225853E18	3.010641E18	1.368674E18	3.949330E17	1.010696E17	2.559065E16
5.700000E2	1.702424E10	1.776603E10	1.508343E10	2.267561E10	6.183543E10	3.095596E11	1.078011E12	4.650305E12	1.837539E13	5.064813E13	1.003167E14	1.592172E14	2.069163E14	2.671449E14	3.730561E14	6.227593E14	1.159135E15	2.449528E15	6.157361E15	1.394947E16	2.812403E16	5.117011E16	8.177384E16	1.128704E17	1.398350E17	1.723742E17	2.224350E17	3.011755E17	4.151428E17	5.499446E17	7.041270E17	8.447562E17	9.770566E17	1.098608E18	1.187194E18	1.293171E18	1.401991E18	1.512565E18	1.603921E18	1.706591E18	1.862050E18	2.341773E18	3.207938E18	3.007205E18	1.368487E18	3.949257E17	1.010693E17	2.559063E16
5.800000E2	1.160794E10	1.210428E10	1.023540E10	1.548938E10	4.299253E10	2.215764E11	7.890583E11	3.495806E12	1.416766E13	3.978933E13	7.980981E13	1.277485E14	1.668061E14	2.163700E14	3.040568E14	5.126357E14	9.659755E14	2.072518E15	5.310912E15	1.224574E16	2.507835E16	4.625712E16	7.473588E16	1.039402E17	1.294314E17	1.603483E17	2.081799E17	2.839781E17	3.945020E17	5.261673E17	6.776758E17	8.164865E17	9.474531E17	1.068088E18	1.156010E18	1.261474E18	1.369896E18	1.480236E18	1.571381E18	1.674008E18	1.829797E18	2.312655E18	3.191256E18	3.003981E18	1.368309E18	3.949185E17	1.010689E17	2.559061E16
5.900000E2	7.914896E9	8.246908E9	6.945667E9	1.058069E10	2.989209E10	1.586047E11	5.775841E11	2.628120E12	1.092468E13	3.126344E13	6.350732E13	1.025235E14	1.345085E14	1.753067E14	2.479330E14	4.222526E14	8.057065E14	1.755600E15	4.588030E15	1.077074E16	2.241188E16	4.191602E16	6.847460E16	9.596047E16	1.201116E17	1.495488E17	1.953378E17	2.684309E17	3.757712E17	5.045250E17	6.535420E17	7.906540E17	9.203675E17	1.040141E18	1.127435E18	1.232417E18	1.340457E18	1.450571E18	1.541508E18	1.644081E18	1.800149E18	2.285820E18	3.175801E18	3.000967E18	1.368139E18	3.949114E17	1.010686E17	2.559059E16
6.000000E2	5.396866E9	5.618897E9	4.713372E9	7.227783E9	2.078430E10	1.135362E11	4.228233E11	1.976057E12	8.425594E12	2.457058E13	5.055044E13	8.230938E13	1.085106E14	1.421117E14	2.023080E14	3.481296E14	6.728709E14	1.489584E15	3.971894E15	9.496924E15	2.008432E16	3.809316E16	6.292495E16	8.885826E16	1.117975E17	1.398930E17	1.838216E17	2.544435E17	3.588597E17	4.849299E17	6.316433E17	7.671817E17	8.957278E17	1.014701E18	1.101405E18	1.205939E18	1.313617E18	1.423516E18	1.514254E18	1.616762E18	1.773064E18	2.261242E18	3.161567E18	2.998164E18	1.367977E18	3.949045E17	1.010682E17	2.559057E16
6.100000E2	3.680030E9	3.828492E9	3.198665E9	4.937646E9	1.445265E10	8.128377E10	3.095798E11	1.486119E12	6.500246E12	1.931834E13	4.025660E13	6.611813E13	8.759480E13	1.152953E14	1.652498E14	2.874124E14	5.629459E14	1.266759E15	3.448170E15	8.400495E15	1.806045E16	3.474126E16	5.802923E16	8.256862E16	1.044197E17	1.313071E17	1.735531E17	2.419348E17	3.436856E17	4.673027E17	6.119046E17	7.459995E17	8.734685E17	9.917058E17	1.077861E18	1.181985E18	1.289325E18	1.399024E18	1.489570E18	1.592008E18	1.748503E18	2.238897E18	3.148548E18	2.995571E18	1.367823E18	3.948978E17	1.010679E17	2.559055E16
6.200000E2	2.509515E9	2.608798E9	2.170937E9	3.373538E9	1.005141E10	5.820662E10	2.267341E11	1.118109E12	5.017527E12	1.519876E13	3.208351E13	5.315841E13	7.078158E13	9.365376E13	1.351891E14	2.377627E14	4.721887E14	1.080662E15	3.004673E15	7.460975E15	1.630968E16	3.181889E16	5.373658E16	7.703404E16	9.791625E16	1.237254E17	1.644626E17	2.308319E17	3.301756E17	4.515716E17	5.942585E17	7.270442E17	8.535304E17	9.711008E17	1.056750E18	1.160505E18	1.267533E18	1.377049E18	1.467416E18	1.569779E18	1.726431E18	2.218763E18	3.136739E18	2.993189E18	1.367677E18	3.948912E17	1.010675E17	2.559053E16
6.300000E2	1.711551E9	1.777995E9	1.473723E9	2.305474E9	6.992731E9	4.169983E10	1.661515E11	8.418334E11	3.876473E12	1.197032E13	2.560061E13	4.279681E13	5.728346E13	7.621577E13	1.108532E14	1.972689E14	3.975090E14	9.258986E14	2.631084E15	6.660816E15	1.480553E16	2.928990E16	5.000239E16	7.220389E16	9.223274E16	1.170900E17	1.564884E17	2.210704E17	3.182642E17	4.376730E17	5.786447E17	7.102591E17	8.358606E17	9.528359E17	1.038023E18	1.141454E18	1.248199E18	1.357553E18	1.447753E18	1.550041E18	1.706817E18	2.200820E18	3.126137E18	2.991016E18	1.367540E18	3.948847E17	1.010672E17	2.559051E16
6.400000E2	1.167676E9	1.212237E9	1.000877E9	1.576405E9	4.868061E9	2.990011E10	1.218835E11	6.346261E11	2.999384E12	9.443711E12	2.046636E13	3.452691E13	4.646823E13	6.219863E13	9.121129E13	1.643714E14	3.363641E14	7.979812E14	2.318711E15	5.985070E15	1.352526E16	2.712305E16	4.678784E16	6.803401E16	8.732158E16	1.113501E17	1.495764E17	2.125936E17	3.078936E17	4.255504E17	5.650097E17	6.955943E17	8.204121E17	9.368673E17	1.021639E18	1.124792E18	1.231286E18	1.340500E18	1.430549E18	1.532761E18	1.689634E18	2.185050E18	3.116736E18	2.989054E18	1.367410E18	3.948784E17	1.010668E17	2.559049E16
6.500000E2	7.971497E8	8.271865E8	6.804078E8	1.079131E9	3.393611E9	2.147552E10	8.958337E10	4.794864E11	2.326535E12	7.470806E12	1.641030E13	2.794452E13	3.782937E13	5.097320E13	7.543181E13	1.378036E14	2.866720E14	6.932009E14	2.060285E15	5.421117E15	1.244951E16	2.529153E16	4.405953E16	6.448628E16	8.314163E16	1.064618E17	1.436797E17	2.053522E17	2.990138E17	4.151545E17	5.533070E17	6.830058E17	8.071438E17	9.231564E17	1.007561E18	1.110484E18	1.216760E18	1.325859E18	1.415774E18	1.517914E18	1.674856E18	2.171438E18	3.108534E18	2.987300E18	1.367289E18	3.948722E17	1.010665E17	2.559047E16
6.600000E2	5.449645E8	5.654440E8	4.635276E8	7.405308E8	2.372442E9	1.547508E10	6.607944E10	3.636860E11	1.812110E12	5.935927E12	1.321875E13	2.272791E13	3.096226E13	4.203565E13	6.284653E13	1.165422E14	2.467408E14	6.085197E14	1.849796E15	4.958423E15	1.156201E16	2.377270E16	4.178911E16	6.152824E16	7.965790E16	1.023877E17	1.387582E17	1.993041E17	2.915816E17	4.064433E17	5.434964E17	6.724561E17	7.960205E17	9.116702E17	9.957570E17	1.098500E18	1.204594E18	1.313605E18	1.403403E18	1.505474E18	1.662462E18	2.159970E18	3.101526E18	2.985757E18	1.367176E18	3.948661E17	1.010661E17	2.559044E16
6.700000E2	3.736822E8	3.879918E8	3.172171E8	5.108184E8	1.668156E9	1.122146E10	4.906390E10	2.777241E11	1.421079E12	4.749082E12	1.072357E13	1.862214E13	2.554528E13	3.498481E13	5.292250E13	9.976870E13	2.152109E14	5.414822E14	1.682344E15	4.588344E15	1.084935E16	2.254779E16	3.995298E16	5.913284E16	7.684121E16	9.909669E16	1.347785E17	1.944142E17	2.855612E17	3.993814E17	5.355445E17	6.639138E17	7.870127E17	9.023809E17	9.862003E17	1.088814E18	1.194764E18	1.303715E18	1.393415E18	1.495423E18	1.652435E18	2.150635E18	3.095711E18	2.984423E18	1.367071E18	3.948603E17	1.010658E17	2.559042E16
6.800000E2	2.578751E8	2.683773E8	2.192013E8	3.562164E8	1.186684E9	8.234525E9	3.686598E10	2.145480E11	1.126816E12	3.840683E12	8.793316E12	1.542652E13	2.132473E13	2.950423E13	4.523950E13	8.683705E13	1.910087E14	4.901447E14	1.554035E15	4.303970E15	1.030074E16	2.160164E16	3.853205E16	5.727819E16	7.466798E16	9.656355E16	1.317136E17	1.906541E17	2.809234E17	3.939400E17	5.294241E17	6.573533E17	7.800963E17	8.952663E17	9.788694E17	1.081408E18	1.187251E18	1.296171E18	1.385793E18	1.487743E18	1.644761E18	2.143423E18	3.091086E18	2.983298E18	1.366975E18	3.948545E17	1.010655E17	2.559040E16
6.900000E2	1.803510E8	1.887697E8	1.545577E8	2.539924E8	8.637164E8	6.177101E9	2.828794E10	1.689744E11	9.092817E11	3.157470E12	7.326302E12	1.298488E13	1.810293E13	2.534791E13	3.947219E13	7.724931E13	1.733101E14	4.530188E14	1.461882E15	4.099987E15	9.907893E15	2.092257E16	3.751157E16	5.594733E16	7.312001E16	9.476892E16	1.295428E17	1.880018E17	2.776457E17	3.900973E17	5.251142E17	6.527550E17	7.752530E17	8.903091E17	9.737477E17	1.076265E18	1.182040E18	1.290960E18	1.380524E18	1.482425E18	1.639428E18	2.138328E18	3.087649E18	2.982383E18	1.366886E18	3.948489E17	1.010651E17	2.559038E16
7.000000E2	1.296010E8	1.373018E8	1.134447E8	1.891153E8	6.561139E8	4.816948E9	2.248752E10	1.372642E11	7.536644E11	2.659385E12	6.245243E12	1.117788E13	1.572900E13	2.232930E13	3.537635E13	7.063629E13	1.615126E14	4.290279E14	1.403742E15	3.972586E15	9.664864E15	2.050218E16	3.688092E16	5.512807E16	7.218433E16	9.369908E16	1.282512E17	1.864421E17	2.757122E17	3.878374E17	5.226000E17	6.501053E17	7.724699E17	8.874975E17	9.708236E17	1.073375E18	1.179121E18	1.288072E18	1.377599E18	1.479457E18	1.636430E18	2.135345E18	3.085399E18	2.981677E18	1.366806E18	3.948435E17	1.010648E17	2.559036E16
