360	0.445298
370	0.682269
380	0.710130
390	0.716407
400	0.722294
410	0.719406
420	0.734127
430	0.746773
440	0.763054
450	0.767915
460	0.768200
470	0.764719
480	0.762516
490	0.758657
500	0.756760
510	0.758024
520	0.759950
530	0.760884
540	0.759626
550	0.758042
560	0.757008
570	0.755480
580	0.753157
590	0.750328
600	0.748339
610	0.748264
620	0.744745
630	0.743103
640	0.737274
650	0.733568
660	0.726357
670	0.719493
680	0.711957
690	0.705931
700	0.701851
710	0.700264
720	0.699948
730	0.699866
740	0.695779
750	0.690543
760	0.684110
770	0.676649
780	0.620706
790	0.453330
800	0.243539
810	0.074009
820	0.015707
830	0.004213
